"Year";"Canton (-) / District (>>) / Commune (......)";"Sex";"Citizenship (category)";Deaths
"2011";"......6630 Meyrin";"Female";"Foreign country";11
"2011";"......6631 Onex";"Male";"Switzerland";41
"2011";"......6631 Onex";"Male";"Foreign country";12
"2011";"......6631 Onex";"Female";"Switzerland";63
"2011";"......6631 Onex";"Female";"Foreign country";10
"2011";"......6632 Perly-Certoux";"Male";"Switzerland";4
"2011";"......6632 Perly-Certoux";"Male";"Foreign country";1
"2011";"......6632 Perly-Certoux";"Female";"Switzerland";4
"2011";"......6632 Perly-Certoux";"Female";"Foreign country";2
"2011";"......6633 Plan-les-Ouates";"Male";"Switzerland";12
"2011";"......6633 Plan-les-Ouates";"Male";"Foreign country";2
"2011";"......6633 Plan-les-Ouates";"Female";"Switzerland";16
"2011";"......6633 Plan-les-Ouates";"Female";"Foreign country";3
"2011";"......6634 Pregny-Chambésy";"Male";"Switzerland";5
"2011";"......6634 Pregny-Chambésy";"Male";"Foreign country";1
"2011";"......6634 Pregny-Chambésy";"Female";"Switzerland";13
"2011";"......6634 Pregny-Chambésy";"Female";"Foreign country";3
"2011";"......6635 Presinge";"Male";"Switzerland";5
"2011";"......6635 Presinge";"Male";"Foreign country";1
"2011";"......6635 Presinge";"Female";"Switzerland";6
"2011";"......6635 Presinge";"Female";"Foreign country";2
"2011";"......6636 Puplinge";"Male";"Switzerland";3
"2011";"......6636 Puplinge";"Male";"Foreign country";2
"2011";"......6636 Puplinge";"Female";"Switzerland";3
"2011";"......6636 Puplinge";"Female";"Foreign country";2
"2011";"......6637 Russin";"Male";"Switzerland";0
"2011";"......6637 Russin";"Male";"Foreign country";0
"2011";"......6637 Russin";"Female";"Switzerland";1
"2011";"......6637 Russin";"Female";"Foreign country";0
"2011";"......6638 Satigny";"Male";"Switzerland";5
"2011";"......6638 Satigny";"Male";"Foreign country";4
"2011";"......6638 Satigny";"Female";"Switzerland";15
"2011";"......6638 Satigny";"Female";"Foreign country";0
"2011";"......6639 Soral";"Male";"Switzerland";4
"2011";"......6639 Soral";"Male";"Foreign country";0
"2011";"......6639 Soral";"Female";"Switzerland";5
"2011";"......6639 Soral";"Female";"Foreign country";0
"2011";"......6640 Thônex";"Male";"Switzerland";36
"2011";"......6640 Thônex";"Male";"Foreign country";4
"2011";"......6640 Thônex";"Female";"Switzerland";27
"2011";"......6640 Thônex";"Female";"Foreign country";8
"2011";"......6641 Troinex";"Male";"Switzerland";4
"2011";"......6641 Troinex";"Male";"Foreign country";0
"2011";"......6641 Troinex";"Female";"Switzerland";4
"2011";"......6641 Troinex";"Female";"Foreign country";1
"2011";"......6642 Vandoeuvres";"Male";"Switzerland";7
"2011";"......6642 Vandoeuvres";"Male";"Foreign country";2
"2011";"......6642 Vandoeuvres";"Female";"Switzerland";6
"2011";"......6642 Vandoeuvres";"Female";"Foreign country";2
"2011";"......6643 Vernier";"Male";"Switzerland";82
"2011";"......6643 Vernier";"Male";"Foreign country";31
"2011";"......6643 Vernier";"Female";"Switzerland";60
"2011";"......6643 Vernier";"Female";"Foreign country";21
"2011";"......6644 Versoix";"Male";"Switzerland";32
"2011";"......6644 Versoix";"Male";"Foreign country";15
"2011";"......6644 Versoix";"Female";"Switzerland";30
"2011";"......6644 Versoix";"Female";"Foreign country";10
"2011";"......6645 Veyrier";"Male";"Switzerland";35
"2011";"......6645 Veyrier";"Male";"Foreign country";5
"2011";"......6645 Veyrier";"Female";"Switzerland";66
"2011";"......6645 Veyrier";"Female";"Foreign country";4
"2012";">> Canton de Genève";"Male";"Switzerland";1116
"2012";">> Canton de Genève";"Male";"Foreign country";352
"2012";">> Canton de Genève";"Female";"Switzerland";1381
"2012";">> Canton de Genève";"Female";"Foreign country";302
"2012";"......6601 Aire-la-Ville";"Male";"Switzerland";1
"2012";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2012";"......6601 Aire-la-Ville";"Female";"Switzerland";0
"2012";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2012";"......6602 Anières";"Male";"Switzerland";1
"2012";"......6602 Anières";"Male";"Foreign country";2
"2012";"......6602 Anières";"Female";"Switzerland";2
"2012";"......6602 Anières";"Female";"Foreign country";1
"2012";"......6603 Avully";"Male";"Switzerland";5
"2012";"......6603 Avully";"Male";"Foreign country";1
"2012";"......6603 Avully";"Female";"Switzerland";2
"2012";"......6603 Avully";"Female";"Foreign country";0
"2012";"......6604 Avusy";"Male";"Switzerland";4
"2012";"......6604 Avusy";"Male";"Foreign country";0
"2012";"......6604 Avusy";"Female";"Switzerland";1
"2012";"......6604 Avusy";"Female";"Foreign country";0
"2012";"......6605 Bardonnex";"Male";"Switzerland";9
"2012";"......6605 Bardonnex";"Male";"Foreign country";1
"2012";"......6605 Bardonnex";"Female";"Switzerland";3
"2012";"......6605 Bardonnex";"Female";"Foreign country";0
"2012";"......6606 Bellevue";"Male";"Switzerland";2
"2012";"......6606 Bellevue";"Male";"Foreign country";1
"2012";"......6606 Bellevue";"Female";"Switzerland";1
"2012";"......6606 Bellevue";"Female";"Foreign country";1
"2012";"......6607 Bernex";"Male";"Switzerland";24
"2012";"......6607 Bernex";"Male";"Foreign country";7
"2012";"......6607 Bernex";"Female";"Switzerland";21
"2012";"......6607 Bernex";"Female";"Foreign country";4
"2012";"......6608 Carouge (GE)";"Male";"Switzerland";45
"2012";"......6608 Carouge (GE)";"Male";"Foreign country";13
"2012";"......6608 Carouge (GE)";"Female";"Switzerland";65
"2012";"......6608 Carouge (GE)";"Female";"Foreign country";19
"2012";"......6609 Cartigny";"Male";"Switzerland";2
"2012";"......6609 Cartigny";"Male";"Foreign country";0
"2012";"......6609 Cartigny";"Female";"Switzerland";2
"2012";"......6609 Cartigny";"Female";"Foreign country";0
"2012";"......6610 Céligny";"Male";"Switzerland";1
"2012";"......6610 Céligny";"Male";"Foreign country";1
"2012";"......6610 Céligny";"Female";"Switzerland";0
"2012";"......6610 Céligny";"Female";"Foreign country";0
"2012";"......6611 Chancy";"Male";"Switzerland";4
"2012";"......6611 Chancy";"Male";"Foreign country";0
"2012";"......6611 Chancy";"Female";"Switzerland";3
"2012";"......6611 Chancy";"Female";"Foreign country";1
"2012";"......6612 Chêne-Bougeries";"Male";"Switzerland";42
"2012";"......6612 Chêne-Bougeries";"Male";"Foreign country";12
"2012";"......6612 Chêne-Bougeries";"Female";"Switzerland";66
"2012";"......6612 Chêne-Bougeries";"Female";"Foreign country";6
"2012";"......6613 Chêne-Bourg";"Male";"Switzerland";19
"2012";"......6613 Chêne-Bourg";"Male";"Foreign country";8
"2012";"......6613 Chêne-Bourg";"Female";"Switzerland";11
"2012";"......6613 Chêne-Bourg";"Female";"Foreign country";3
"2012";"......6614 Choulex";"Male";"Switzerland";5
"2012";"......6614 Choulex";"Male";"Foreign country";1
"2012";"......6614 Choulex";"Female";"Switzerland";3
"2012";"......6614 Choulex";"Female";"Foreign country";0
"2012";"......6615 Collex-Bossy";"Male";"Switzerland";3
"2012";"......6615 Collex-Bossy";"Male";"Foreign country";0
"2012";"......6615 Collex-Bossy";"Female";"Switzerland";2
"2012";"......6615 Collex-Bossy";"Female";"Foreign country";0
"2012";"......6616 Collonge-Bellerive";"Male";"Switzerland";13
"2012";"......6616 Collonge-Bellerive";"Male";"Foreign country";2
"2012";"......6616 Collonge-Bellerive";"Female";"Switzerland";12
"2012";"......6616 Collonge-Bellerive";"Female";"Foreign country";6
"2012";"......6617 Cologny";"Male";"Switzerland";20
"2012";"......6617 Cologny";"Male";"Foreign country";5
"2012";"......6617 Cologny";"Female";"Switzerland";19
"2012";"......6617 Cologny";"Female";"Foreign country";4
"2012";"......6618 Confignon";"Male";"Switzerland";10
"2012";"......6618 Confignon";"Male";"Foreign country";2
"2012";"......6618 Confignon";"Female";"Switzerland";15
"2012";"......6618 Confignon";"Female";"Foreign country";0
"2012";"......6619 Corsier (GE)";"Male";"Switzerland";2
"2012";"......6619 Corsier (GE)";"Male";"Foreign country";1
"2012";"......6619 Corsier (GE)";"Female";"Switzerland";2
"2012";"......6619 Corsier (GE)";"Female";"Foreign country";0
"2012";"......6620 Dardagny";"Male";"Switzerland";2
"2012";"......6620 Dardagny";"Male";"Foreign country";1
"2012";"......6620 Dardagny";"Female";"Switzerland";2
"2012";"......6620 Dardagny";"Female";"Foreign country";0
"2012";"......6621 Genève";"Male";"Switzerland";412
"2012";"......6621 Genève";"Male";"Foreign country";159
"2012";"......6621 Genève";"Female";"Switzerland";639
"2012";"......6621 Genève";"Female";"Foreign country";143
"2012";"......6622 Genthod";"Male";"Switzerland";6
"2012";"......6622 Genthod";"Male";"Foreign country";0
"2012";"......6622 Genthod";"Female";"Switzerland";8
"2012";"......6622 Genthod";"Female";"Foreign country";0
"2012";"......6623 Le Grand-Saconnex";"Male";"Switzerland";22
"2012";"......6623 Le Grand-Saconnex";"Male";"Foreign country";5
"2012";"......6623 Le Grand-Saconnex";"Female";"Switzerland";27
"2012";"......6623 Le Grand-Saconnex";"Female";"Foreign country";17
"2012";"......6624 Gy";"Male";"Switzerland";2
"2012";"......6624 Gy";"Male";"Foreign country";0
"2012";"......6624 Gy";"Female";"Switzerland";1
"2012";"......6624 Gy";"Female";"Foreign country";0
"2012";"......6625 Hermance";"Male";"Switzerland";7
"2012";"......6625 Hermance";"Male";"Foreign country";1
"2012";"......6625 Hermance";"Female";"Switzerland";9
"2012";"......6625 Hermance";"Female";"Foreign country";2
"2012";"......6626 Jussy";"Male";"Switzerland";2
"2012";"......6626 Jussy";"Male";"Foreign country";1
"2012";"......6626 Jussy";"Female";"Switzerland";3
"2012";"......6626 Jussy";"Female";"Foreign country";0
"2012";"......6627 Laconnex";"Male";"Switzerland";1
"2012";"......6627 Laconnex";"Male";"Foreign country";0
"2012";"......6627 Laconnex";"Female";"Switzerland";0
"2012";"......6627 Laconnex";"Female";"Foreign country";0
"2012";"......6628 Lancy";"Male";"Switzerland";67
"2012";"......6628 Lancy";"Male";"Foreign country";16
"2012";"......6628 Lancy";"Female";"Switzerland";74
"2012";"......6628 Lancy";"Female";"Foreign country";24
"2012";"......6629 Meinier";"Male";"Switzerland";3
"2012";"......6629 Meinier";"Male";"Foreign country";1
"2012";"......6629 Meinier";"Female";"Switzerland";3
"2012";"......6629 Meinier";"Female";"Foreign country";1
"2012";"......6630 Meyrin";"Male";"Switzerland";49
"2012";"......6630 Meyrin";"Male";"Foreign country";21
"2012";"......6630 Meyrin";"Female";"Switzerland";55
"2012";"......6630 Meyrin";"Female";"Foreign country";12
"2012";"......6631 Onex";"Male";"Switzerland";62
"2012";"......6631 Onex";"Male";"Foreign country";12
"2012";"......6631 Onex";"Female";"Switzerland";71
"2012";"......6631 Onex";"Female";"Foreign country";5
"2012";"......6632 Perly-Certoux";"Male";"Switzerland";5
"2012";"......6632 Perly-Certoux";"Male";"Foreign country";1
"2012";"......6632 Perly-Certoux";"Female";"Switzerland";3
"2012";"......6632 Perly-Certoux";"Female";"Foreign country";0
"2012";"......6633 Plan-les-Ouates";"Male";"Switzerland";22
"2012";"......6633 Plan-les-Ouates";"Male";"Foreign country";10
"2012";"......6633 Plan-les-Ouates";"Female";"Switzerland";17
"2012";"......6633 Plan-les-Ouates";"Female";"Foreign country";1
"2012";"......6634 Pregny-Chambésy";"Male";"Switzerland";8
"2012";"......6634 Pregny-Chambésy";"Male";"Foreign country";2
"2012";"......6634 Pregny-Chambésy";"Female";"Switzerland";10
"2012";"......6634 Pregny-Chambésy";"Female";"Foreign country";0
"2012";"......6635 Presinge";"Male";"Switzerland";6
"2012";"......6635 Presinge";"Male";"Foreign country";1
"2012";"......6635 Presinge";"Female";"Switzerland";3
"2012";"......6635 Presinge";"Female";"Foreign country";3
"2012";"......6636 Puplinge";"Male";"Switzerland";8
"2012";"......6636 Puplinge";"Male";"Foreign country";0
"2012";"......6636 Puplinge";"Female";"Switzerland";2
"2012";"......6636 Puplinge";"Female";"Foreign country";0
"2012";"......6637 Russin";"Male";"Switzerland";3
"2012";"......6637 Russin";"Male";"Foreign country";0
"2012";"......6637 Russin";"Female";"Switzerland";0
"2012";"......6637 Russin";"Female";"Foreign country";0
"2012";"......6638 Satigny";"Male";"Switzerland";10
"2012";"......6638 Satigny";"Male";"Foreign country";3
"2012";"......6638 Satigny";"Female";"Switzerland";13
"2012";"......6638 Satigny";"Female";"Foreign country";3
"2012";"......6639 Soral";"Male";"Switzerland";2
"2012";"......6639 Soral";"Male";"Foreign country";1
"2012";"......6639 Soral";"Female";"Switzerland";15
"2012";"......6639 Soral";"Female";"Foreign country";0
"2012";"......6640 Thônex";"Male";"Switzerland";32
"2012";"......6640 Thônex";"Male";"Foreign country";10
"2012";"......6640 Thônex";"Female";"Switzerland";32
"2012";"......6640 Thônex";"Female";"Foreign country";9
"2012";"......6641 Troinex";"Male";"Switzerland";7
"2012";"......6641 Troinex";"Male";"Foreign country";2
"2012";"......6641 Troinex";"Female";"Switzerland";3
"2012";"......6641 Troinex";"Female";"Foreign country";0
"2012";"......6642 Vandoeuvres";"Male";"Switzerland";7
"2012";"......6642 Vandoeuvres";"Male";"Foreign country";0
"2012";"......6642 Vandoeuvres";"Female";"Switzerland";5
"2012";"......6642 Vandoeuvres";"Female";"Foreign country";1
"2012";"......6643 Vernier";"Male";"Switzerland";73
"2012";"......6643 Vernier";"Male";"Foreign country";34
"2012";"......6643 Vernier";"Female";"Switzerland";50
"2012";"......6643 Vernier";"Female";"Foreign country";22
"2012";"......6644 Versoix";"Male";"Switzerland";33
"2012";"......6644 Versoix";"Male";"Foreign country";4
"2012";"......6644 Versoix";"Female";"Switzerland";42
"2012";"......6644 Versoix";"Female";"Foreign country";5
"2012";"......6645 Veyrier";"Male";"Switzerland";53
"2012";"......6645 Veyrier";"Male";"Foreign country";10
"2012";"......6645 Veyrier";"Female";"Switzerland";64
"2012";"......6645 Veyrier";"Female";"Foreign country";9
"2013";">> Canton de Genève";"Male";"Switzerland";1171
"2013";">> Canton de Genève";"Male";"Foreign country";393
"2013";">> Canton de Genève";"Female";"Switzerland";1459
"2013";">> Canton de Genève";"Female";"Foreign country";299
"2013";"......6601 Aire-la-Ville";"Male";"Switzerland";1
"2013";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2013";"......6601 Aire-la-Ville";"Female";"Switzerland";0
"2013";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2013";"......6602 Anières";"Male";"Switzerland";4
"2013";"......6602 Anières";"Male";"Foreign country";0
"2013";"......6602 Anières";"Female";"Switzerland";6
"2013";"......6602 Anières";"Female";"Foreign country";2
"2013";"......6603 Avully";"Male";"Switzerland";3
"2013";"......6603 Avully";"Male";"Foreign country";0
"2013";"......6603 Avully";"Female";"Switzerland";1
"2013";"......6603 Avully";"Female";"Foreign country";1
"2013";"......6604 Avusy";"Male";"Switzerland";2
"2013";"......6604 Avusy";"Male";"Foreign country";0
"2013";"......6604 Avusy";"Female";"Switzerland";3
"2013";"......6604 Avusy";"Female";"Foreign country";1
"2013";"......6605 Bardonnex";"Male";"Switzerland";5
"2013";"......6605 Bardonnex";"Male";"Foreign country";0
"2013";"......6605 Bardonnex";"Female";"Switzerland";2
"2013";"......6605 Bardonnex";"Female";"Foreign country";2
"2013";"......6606 Bellevue";"Male";"Switzerland";5
"2013";"......6606 Bellevue";"Male";"Foreign country";1
"2013";"......6606 Bellevue";"Female";"Switzerland";0
"2013";"......6606 Bellevue";"Female";"Foreign country";0
"2013";"......6607 Bernex";"Male";"Switzerland";26
"2013";"......6607 Bernex";"Male";"Foreign country";6
"2013";"......6607 Bernex";"Female";"Switzerland";30
"2013";"......6607 Bernex";"Female";"Foreign country";2
"2013";"......6608 Carouge (GE)";"Male";"Switzerland";39
"2013";"......6608 Carouge (GE)";"Male";"Foreign country";15
"2013";"......6608 Carouge (GE)";"Female";"Switzerland";42
"2013";"......6608 Carouge (GE)";"Female";"Foreign country";10
"2013";"......6609 Cartigny";"Male";"Switzerland";2
"2013";"......6609 Cartigny";"Male";"Foreign country";0
"2013";"......6609 Cartigny";"Female";"Switzerland";2
"2013";"......6609 Cartigny";"Female";"Foreign country";0
"2013";"......6610 Céligny";"Male";"Switzerland";2
"2013";"......6610 Céligny";"Male";"Foreign country";0
"2013";"......6610 Céligny";"Female";"Switzerland";5
"2013";"......6610 Céligny";"Female";"Foreign country";1
"2013";"......6611 Chancy";"Male";"Switzerland";1
"2013";"......6611 Chancy";"Male";"Foreign country";0
"2013";"......6611 Chancy";"Female";"Switzerland";2
"2013";"......6611 Chancy";"Female";"Foreign country";0
"2013";"......6612 Chêne-Bougeries";"Male";"Switzerland";44
"2013";"......6612 Chêne-Bougeries";"Male";"Foreign country";17
"2013";"......6612 Chêne-Bougeries";"Female";"Switzerland";73
"2013";"......6612 Chêne-Bougeries";"Female";"Foreign country";20
"2013";"......6613 Chêne-Bourg";"Male";"Switzerland";20
"2013";"......6613 Chêne-Bourg";"Male";"Foreign country";6
"2013";"......6613 Chêne-Bourg";"Female";"Switzerland";12
"2013";"......6613 Chêne-Bourg";"Female";"Foreign country";6
"2013";"......6614 Choulex";"Male";"Switzerland";3
"2013";"......6614 Choulex";"Male";"Foreign country";0
"2013";"......6614 Choulex";"Female";"Switzerland";3
"2013";"......6614 Choulex";"Female";"Foreign country";0
"2013";"......6615 Collex-Bossy";"Male";"Switzerland";3
"2013";"......6615 Collex-Bossy";"Male";"Foreign country";0
"2013";"......6615 Collex-Bossy";"Female";"Switzerland";1
"2013";"......6615 Collex-Bossy";"Female";"Foreign country";0
"2013";"......6616 Collonge-Bellerive";"Male";"Switzerland";16
"2013";"......6616 Collonge-Bellerive";"Male";"Foreign country";3
"2013";"......6616 Collonge-Bellerive";"Female";"Switzerland";17
"2013";"......6616 Collonge-Bellerive";"Female";"Foreign country";0
"2013";"......6617 Cologny";"Male";"Switzerland";20
"2013";"......6617 Cologny";"Male";"Foreign country";7
"2013";"......6617 Cologny";"Female";"Switzerland";25
"2013";"......6617 Cologny";"Female";"Foreign country";6
"2013";"......6618 Confignon";"Male";"Switzerland";3
"2013";"......6618 Confignon";"Male";"Foreign country";0
"2013";"......6618 Confignon";"Female";"Switzerland";10
"2013";"......6618 Confignon";"Female";"Foreign country";3
"2013";"......6619 Corsier (GE)";"Male";"Switzerland";2
"2013";"......6619 Corsier (GE)";"Male";"Foreign country";0
"2013";"......6619 Corsier (GE)";"Female";"Switzerland";1
"2013";"......6619 Corsier (GE)";"Female";"Foreign country";0
"2013";"......6620 Dardagny";"Male";"Switzerland";6
"2013";"......6620 Dardagny";"Male";"Foreign country";1
"2013";"......6620 Dardagny";"Female";"Switzerland";0
"2013";"......6620 Dardagny";"Female";"Foreign country";0
"2013";"......6621 Genève";"Male";"Switzerland";480
"2013";"......6621 Genève";"Male";"Foreign country";176
"2013";"......6621 Genève";"Female";"Switzerland";644
"2013";"......6621 Genève";"Female";"Foreign country";149
"2013";"......6622 Genthod";"Male";"Switzerland";3
"2013";"......6622 Genthod";"Male";"Foreign country";2
"2013";"......6622 Genthod";"Female";"Switzerland";6
"2013";"......6622 Genthod";"Female";"Foreign country";1
"2013";"......6623 Le Grand-Saconnex";"Male";"Switzerland";20
"2013";"......6623 Le Grand-Saconnex";"Male";"Foreign country";8
"2013";"......6623 Le Grand-Saconnex";"Female";"Switzerland";30
"2013";"......6623 Le Grand-Saconnex";"Female";"Foreign country";5
"2013";"......6624 Gy";"Male";"Switzerland";1
"2013";"......6624 Gy";"Male";"Foreign country";0
"2013";"......6624 Gy";"Female";"Switzerland";3
"2013";"......6624 Gy";"Female";"Foreign country";0
"2013";"......6625 Hermance";"Male";"Switzerland";4
"2013";"......6625 Hermance";"Male";"Foreign country";0
"2013";"......6625 Hermance";"Female";"Switzerland";9
"2013";"......6625 Hermance";"Female";"Foreign country";0
"2013";"......6626 Jussy";"Male";"Switzerland";4
"2013";"......6626 Jussy";"Male";"Foreign country";0
"2013";"......6626 Jussy";"Female";"Switzerland";2
"2013";"......6626 Jussy";"Female";"Foreign country";0
"2013";"......6627 Laconnex";"Male";"Switzerland";3
"2013";"......6627 Laconnex";"Male";"Foreign country";0
"2013";"......6627 Laconnex";"Female";"Switzerland";0
"2013";"......6627 Laconnex";"Female";"Foreign country";0
"2013";"......6628 Lancy";"Male";"Switzerland";66
"2013";"......6628 Lancy";"Male";"Foreign country";25
"2013";"......6628 Lancy";"Female";"Switzerland";65
"2013";"......6628 Lancy";"Female";"Foreign country";9
"2013";"......6629 Meinier";"Male";"Switzerland";1
"2013";"......6629 Meinier";"Male";"Foreign country";0
"2013";"......6629 Meinier";"Female";"Switzerland";3
"2013";"......6629 Meinier";"Female";"Foreign country";1
"2013";"......6630 Meyrin";"Male";"Switzerland";48
"2013";"......6630 Meyrin";"Male";"Foreign country";25
"2013";"......6630 Meyrin";"Female";"Switzerland";55
"2013";"......6630 Meyrin";"Female";"Foreign country";14
"2013";"......6631 Onex";"Male";"Switzerland";52
"2013";"......6631 Onex";"Male";"Foreign country";16
"2013";"......6631 Onex";"Female";"Switzerland";68
"2013";"......6631 Onex";"Female";"Foreign country";10
"2013";"......6632 Perly-Certoux";"Male";"Switzerland";7
"2013";"......6632 Perly-Certoux";"Male";"Foreign country";2
"2013";"......6632 Perly-Certoux";"Female";"Switzerland";2
"2013";"......6632 Perly-Certoux";"Female";"Foreign country";2
"2013";"......6633 Plan-les-Ouates";"Male";"Switzerland";19
"2013";"......6633 Plan-les-Ouates";"Male";"Foreign country";5
"2013";"......6633 Plan-les-Ouates";"Female";"Switzerland";23
"2013";"......6633 Plan-les-Ouates";"Female";"Foreign country";6
"2013";"......6634 Pregny-Chambésy";"Male";"Switzerland";13
"2013";"......6634 Pregny-Chambésy";"Male";"Foreign country";3
"2013";"......6634 Pregny-Chambésy";"Female";"Switzerland";17
"2013";"......6634 Pregny-Chambésy";"Female";"Foreign country";2
"2013";"......6635 Presinge";"Male";"Switzerland";9
"2013";"......6635 Presinge";"Male";"Foreign country";1
"2013";"......6635 Presinge";"Female";"Switzerland";10
"2013";"......6635 Presinge";"Female";"Foreign country";2
"2013";"......6636 Puplinge";"Male";"Switzerland";4
"2013";"......6636 Puplinge";"Male";"Foreign country";2
"2013";"......6636 Puplinge";"Female";"Switzerland";6
"2013";"......6636 Puplinge";"Female";"Foreign country";0
"2013";"......6637 Russin";"Male";"Switzerland";1
"2013";"......6637 Russin";"Male";"Foreign country";0
"2013";"......6637 Russin";"Female";"Switzerland";1
"2013";"......6637 Russin";"Female";"Foreign country";0
"2013";"......6638 Satigny";"Male";"Switzerland";14
"2013";"......6638 Satigny";"Male";"Foreign country";4
"2013";"......6638 Satigny";"Female";"Switzerland";15
"2013";"......6638 Satigny";"Female";"Foreign country";5
"2013";"......6639 Soral";"Male";"Switzerland";7
"2013";"......6639 Soral";"Male";"Foreign country";0
"2013";"......6639 Soral";"Female";"Switzerland";11
"2013";"......6639 Soral";"Female";"Foreign country";2
"2013";"......6640 Thônex";"Male";"Switzerland";33
"2013";"......6640 Thônex";"Male";"Foreign country";19
"2013";"......6640 Thônex";"Female";"Switzerland";43
"2013";"......6640 Thônex";"Female";"Foreign country";6
"2013";"......6641 Troinex";"Male";"Switzerland";7
"2013";"......6641 Troinex";"Male";"Foreign country";0
"2013";"......6641 Troinex";"Female";"Switzerland";1
"2013";"......6641 Troinex";"Female";"Foreign country";0
"2013";"......6642 Vandoeuvres";"Male";"Switzerland";7
"2013";"......6642 Vandoeuvres";"Male";"Foreign country";2
"2013";"......6642 Vandoeuvres";"Female";"Switzerland";18
"2013";"......6642 Vandoeuvres";"Female";"Foreign country";1
"2013";"......6643 Vernier";"Male";"Switzerland";69
"2013";"......6643 Vernier";"Male";"Foreign country";29
"2013";"......6643 Vernier";"Female";"Switzerland";61
"2013";"......6643 Vernier";"Female";"Foreign country";17
"2013";"......6644 Versoix";"Male";"Switzerland";35
"2013";"......6644 Versoix";"Male";"Foreign country";7
"2013";"......6644 Versoix";"Female";"Switzerland";45
"2013";"......6644 Versoix";"Female";"Foreign country";9
"2013";"......6645 Veyrier";"Male";"Switzerland";57
"2013";"......6645 Veyrier";"Male";"Foreign country";11
"2013";"......6645 Veyrier";"Female";"Switzerland";86
"2013";"......6645 Veyrier";"Female";"Foreign country";4
"2014";">> Canton de Genève";"Male";"Switzerland";1127
"2014";">> Canton de Genève";"Male";"Foreign country";400
"2014";">> Canton de Genève";"Female";"Switzerland";1346
"2014";">> Canton de Genève";"Female";"Foreign country";286
"2014";"......6601 Aire-la-Ville";"Male";"Switzerland";3
"2014";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2014";"......6601 Aire-la-Ville";"Female";"Switzerland";1
"2014";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2014";"......6602 Anières";"Male";"Switzerland";6
"2014";"......6602 Anières";"Male";"Foreign country";1
"2014";"......6602 Anières";"Female";"Switzerland";2
"2014";"......6602 Anières";"Female";"Foreign country";0
"2014";"......6603 Avully";"Male";"Switzerland";3
"2014";"......6603 Avully";"Male";"Foreign country";0
"2014";"......6603 Avully";"Female";"Switzerland";0
"2014";"......6603 Avully";"Female";"Foreign country";0
"2014";"......6604 Avusy";"Male";"Switzerland";2
"2014";"......6604 Avusy";"Male";"Foreign country";1
"2014";"......6604 Avusy";"Female";"Switzerland";0
"2014";"......6604 Avusy";"Female";"Foreign country";0
"2014";"......6605 Bardonnex";"Male";"Switzerland";6
"2014";"......6605 Bardonnex";"Male";"Foreign country";1
"2014";"......6605 Bardonnex";"Female";"Switzerland";4
"2014";"......6605 Bardonnex";"Female";"Foreign country";1
"2014";"......6606 Bellevue";"Male";"Switzerland";3
"2014";"......6606 Bellevue";"Male";"Foreign country";1
"2014";"......6606 Bellevue";"Female";"Switzerland";3
"2014";"......6606 Bellevue";"Female";"Foreign country";2
"2014";"......6607 Bernex";"Male";"Switzerland";19
"2014";"......6607 Bernex";"Male";"Foreign country";7
"2014";"......6607 Bernex";"Female";"Switzerland";19
"2014";"......6607 Bernex";"Female";"Foreign country";0
"2014";"......6608 Carouge (GE)";"Male";"Switzerland";61
"2014";"......6608 Carouge (GE)";"Male";"Foreign country";18
"2014";"......6608 Carouge (GE)";"Female";"Switzerland";70
"2014";"......6608 Carouge (GE)";"Female";"Foreign country";12
"2014";"......6609 Cartigny";"Male";"Switzerland";4
"2014";"......6609 Cartigny";"Male";"Foreign country";0
"2014";"......6609 Cartigny";"Female";"Switzerland";1
"2014";"......6609 Cartigny";"Female";"Foreign country";0
"2014";"......6610 Céligny";"Male";"Switzerland";1
"2014";"......6610 Céligny";"Male";"Foreign country";0
"2014";"......6610 Céligny";"Female";"Switzerland";1
"2014";"......6610 Céligny";"Female";"Foreign country";1
"2014";"......6611 Chancy";"Male";"Switzerland";1
"2014";"......6611 Chancy";"Male";"Foreign country";0
"2014";"......6611 Chancy";"Female";"Switzerland";2
"2014";"......6611 Chancy";"Female";"Foreign country";0
"2014";"......6612 Chêne-Bougeries";"Male";"Switzerland";48
"2014";"......6612 Chêne-Bougeries";"Male";"Foreign country";6
"2014";"......6612 Chêne-Bougeries";"Female";"Switzerland";68
"2014";"......6612 Chêne-Bougeries";"Female";"Foreign country";12
"2014";"......6613 Chêne-Bourg";"Male";"Switzerland";11
"2014";"......6613 Chêne-Bourg";"Male";"Foreign country";8
"2014";"......6613 Chêne-Bourg";"Female";"Switzerland";11
"2014";"......6613 Chêne-Bourg";"Female";"Foreign country";5
"2014";"......6614 Choulex";"Male";"Switzerland";1
"2014";"......6614 Choulex";"Male";"Foreign country";0
"2014";"......6614 Choulex";"Female";"Switzerland";2
"2014";"......6614 Choulex";"Female";"Foreign country";0
"2014";"......6615 Collex-Bossy";"Male";"Switzerland";3
"2014";"......6615 Collex-Bossy";"Male";"Foreign country";0
